Location,Team,GF,GA,GF%,GA%,Sh%,Sv%,PP%,PK%,Target
1,5,212,251,4.42,5.23,33.56,39.31,24.65,75,1
0,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,0
0,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
1,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,1
0,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,0
1,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,1
0,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,0
1,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,1
0,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
1,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,1
1,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,0
0,5,212,251,4.42,5.23,33.56,39.31,24.65,75,1
1,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,1
0,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,0
1,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,1
0,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,0
1,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,0
0,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
1,5,212,251,4.42,5.23,33.56,39.31,24.65,75,0
0,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
1,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,1
1,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
0,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
0,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
1,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,1
0,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,0
1,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,1
0,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,0
1,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,1
0,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,0
1,5,212,251,4.42,5.23,33.56,39.31,24.65,75,0
0,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,1
1,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,1
0,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,0
1,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
0,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,0
1,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,0
1,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
0,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,0
1,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
0,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,0
1,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,0
1,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,0
0,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,1
1,5,212,251,4.42,5.23,33.56,39.31,24.65,75,0
0,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,1
1,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
0,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,1
1,5,212,251,4.42,5.23,33.56,39.31,24.65,75,0
0,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,1
1,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,1
0,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,0
1,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
1,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,1
0,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,0
1,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,1
0,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,0
1,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,1
0,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,0
1,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,0
0,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
1,5,212,251,4.42,5.23,33.56,39.31,24.65,75,0
0,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,1
1,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,1
0,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,0
1,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
0,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
0,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,1
1,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,1
1,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,0
0,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,1
1,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
0,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,1
1,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,0
0,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
1,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,1
0,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,0
1,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
0,5,212,251,4.42,5.23,33.56,39.31,24.65,75,0
1,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,0
0,5,212,251,4.42,5.23,33.56,39.31,24.65,75,1
1,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,1
0,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,0
1,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,1
0,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,0
1,5,212,251,4.42,5.23,33.56,39.31,24.65,75,0
0,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
1,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,1
0,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
1,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,1
0,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,0
1,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
0,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,0
0,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,1
1,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,1
0,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,0
1,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,0
0,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,1
1,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,0
0,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,1
1,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,1
0,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,0
1,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
0,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
1,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
0,5,212,251,4.42,5.23,33.56,39.31,24.65,75,0
1,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,1
0,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,0
0,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,0
1,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,0
0,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,1
1,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,0
0,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
1,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
0,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,0
1,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,1
1,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,1
0,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
1,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,0
0,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,1
1,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,1
0,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,0
1,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
0,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,0
1,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,1
0,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,0
1,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
0,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,0
1,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,1
0,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
0,5,212,251,4.42,5.23,33.56,39.31,24.65,75,1
1,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,0
0,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,1
1,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,1
0,5,212,251,4.42,5.23,33.56,39.31,24.65,75,0
1,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,0
0,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,1
1,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
0,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,0
1,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,0
0,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,1
0,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
1,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,0
0,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,1
1,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,0
0,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,1
1,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
0,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,0
1,5,212,251,4.42,5.23,33.56,39.31,24.65,75,1
0,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,0
0,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
1,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
0,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,1
1,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,1
0,5,212,251,4.42,5.23,33.56,39.31,24.65,75,0
1,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,1
0,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
1,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
0,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,0
1,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,1
1,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,1
0,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,0
1,2,171,234,3.56,4.88,31.88,37.17,19.42,73.55,0
0,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,1
1,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,0
0,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
1,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,1
0,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,0
1,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,1
0,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
1,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,0
0,8,235,135,4.9,2.81,39.52,30.21,23.51,81.3,1
1,0,274,117,5.71,2.44,41.35,25.96,29.35,84.41,0
0,4,233,143,4.85,2.98,38.83,29.83,25.72,78.61,1
1,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,1
0,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
1,5,212,251,4.42,5.23,33.56,39.31,24.65,75,0
0,7,282,206,5.88,4.29,40.98,35.79,34.09,86.07,1
0,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,1
1,5,212,251,4.42,5.23,33.56,39.31,24.65,75,1
0,3,185,254,3.85,5.29,35.35,36.4,18.41,77.08,0
1,9,211,182,4.4,3.79,39.94,34.19,22.73,76.88,1
0,1,246,161,5.13,3.35,40.65,31.13,26.37,82.08,0
1,6,153,260,3.19,5.42,34.77,46.23,12.06,74.24,0
0,10,158,281,3.29,5.85,31.54,44.31,18.6,73.5,1
